__Server,DNS Name,Función,IP Address,Soporte OS,Soporte Aplicaciones
S460-EPODB,S460-EPODB.reservas.brrd.com,McAfee Base de Datos,172.22.46.149,GSSD - Aplicaciones,Ciberseguridad
S460-EPODB01,s460-epodb01,Antivirus Base de Datos?,10.1.9.43,GSSD - Aplicaciones,Ciberseguridad
S460-EPONCR01,s460-eponcr01,,10.1.9.42,GSSD - Aplicaciones,Ciberseguridad
S460-EQUITDB01,S460-EquitDB01.reservas.brrd.com,Impresoras Equitrac Ricoh DB Server,172.22.47.81,GSSD - Aplicaciones,DBA SQL
S460-EQUITDB02,S460-EquitDB02.reservas.brrd.com,Impresoras Equitrac Ricoh DB Server,172.22.47.82,GSSD - Aplicaciones,DBA SQL
S460-equitrac,S460-equitrac.reservas.brrd.com,Equitrac Servidor de Impresoras,172.22.43.212,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-Equitrac01,S460-Equitrac01.reservas.brrd.com,Impresoras Equitrac Ricoh,172.22.47.79,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-Equitrac02,S460-Equitrac02.reservas.brrd.com,Impresoras Equitrac Ricoh,172.22.47.137,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ESTADOSDB1,S460-EstadosDB1.reservas.brrd.com,Base de Datos Estados,172.22.47.211,GSSD - Aplicaciones,DBA SQL
S460-ESTADOSDB2,S460-EstadosDB2.reservas.brrd.com,Base de Datos Estados,172.22.47.212,GSSD - Aplicaciones,DBA SQL
S460-EvertecFTP,S460-EvertecFTP,VPN para Evertec (Copia de archivos)  y Banca Solidaria ADESS,10.0.97.82,GSSD - Web,GSSD - Web
S460-EXCHHYCL1,S460-Exchhycl1.reservas.brrd.com,Exchange,10.0.97.205,GSSD - Web,GSSD - Web
S460-EXCHHYCL2,S460-EXCHHYCL2.reservas.brrd.com,Exchange,10.0.97.206,GSSD - Web,GSSD - Web
S460-EXCHHYCL3,S460-EXCHHYCL3.reservas.brrd.com,Exchange,172.22.44.14,GSSD - Web,GSSD - Web
S460-EXCHHYCL4,S460-EXCHHYCL4.reservas.brrd.com,Exchange,172.22.44.21,GSSD - Web,GSSD - Web
S460-Fcabinet1,S460-Fcabinet1.reservas.brrd.com,Filling Cabinet (Garantias FiSicas) - Inventario de archivos de credito (Almacen Av. Sarasota),172.22.43.83,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FDigitApp01,s460-fdigitapp01,Filiar Inversiones Reservas - ViaFirma App Server,10.0.81.76,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FDigitDB01,s460-fdigitdb01,Filial Inversiones y Reservas - Firma Digital DB,10.0.80.76,GSSD - Aplicaciones,DBA SQL
S460-FDigitDB02,s460-fdigitdb02,Inversiones y Reservas Via Firmas DB nodo 2,10.0.80.77,GSSD - Aplicaciones,DBA SQL
S460-FDigitWeb01,s460-fdigitweb01,Filiar Inversiones Reservas - ViaFirma Web Server,10.0.99.110,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-fe01,S460-FE01.reservas.brrd.com,Certificate Authority Server - Seguridad Informacion,192.168.0.106,GSSD - Aplicaciones,Ciberseguridad
S460-FE02,S460-FE02.reservas.brrd.com,Entidad Certificadora,172.22.44.197,GSSD - Aplicaciones,Ciberseguridad
S460-FIDUAPP,S460-FIDUAPP.reservas.brrd.com,Filial Fiduciaria - Fiduciaria BanReservas (Juan Toribio),172.22.43.230,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FiduAppWS1,S460-FiduAppWS1.reservas.brrd.com,Filial Fiduciaria - FiduApp,172.22.43.115,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FiduDocApp,S460-FiduDocApp.reservas.brrd.com,Filial Fiduciaria - Ecatch Gestion Documentaria App,172.22.44.225,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FiduDocDB,S460-FiduDocDB.reservas.brrd.com,Filial Fiduciaria - Gestion Documentaria DB,172.22.44.226,GSSD - Aplicaciones,DBA SQL
S460-FiduDocWeb,S460-FiduDocWeb.reservas.brrd.com,Filial Fiduciaria - Ecatch Gestion Documentaria Web,172.22.44.227,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FileSrvVid,S460-FileSrvVid.reservas.brrd.com,Seguridad Fisica File Server Videos Vigilancia,172.22.44.138,GSSD - Aplicaciones,Seguridad Fisica
S460-FIN-SUB,0,Redes y Telecomunicaciones,172.22.7.228,GSSD - Aplicaciones,Telecomunicaciones
S460-FisrComDB1,S460-FisrComDB1.reservas.brrd.com,Communicator DB Server,172.22.49.193,GSSD - Aplicaciones,DBA SQL
S460-FisrComDB2,S460-FisrComDB2.reservas.brrd.com,Communicator DB Server,172.22.49.196,GSSD - Aplicaciones,DBA SQL
S460-Fogdb01,S460-FogDB01.reservas.brrd.com,Foglight - Monitoreo Base de Datos,172.22.47.207,GSSD - Aplicaciones,DBA SQL
S460-Fogdb02,S460-FogDB02.reservas.brrd.com,Foglight - Monitoreo Base de Datos,172.22.47.208,GSSD - Aplicaciones,DBA SQL
S460-Fogdb03,S460-FogDB03.extranet.brrd.com,Foglight - Monitoreo Base de Datos,10.0.80.150,GSSD - Aplicaciones,DBA SQL
S460-FSVCommWS1,S460-FSVCommWS1.reservas.brrd.com,Fiserv Communicator,172.22.49.151,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FSVCommWS2,S460-FSVCommWS2.reservas.brrd.com,Fiserv Communicator,172.22.49.152,GSSD - Aplicaciones,GSSD - Aplicaciones
S460FTB,s460ftb,FTP Servers,10.0.97.5,GSSD - Web,GSSD - Web
S460-FTB01,S460-FTB01.reservas.brrd.com,SFTP Asociados - Seguridad Infraestructura ,10.0.97.112,GSSD - Web,GSSD - Web
S460-FTB02,S460-FTB02,Webservices Remesas y Pagos de Servicios Asociados,10.0.97.14,GSSD - Web,GSSD - Web
S460-FTPSRV01,S460-FTPSRV01.reservas.brrd.com,FTP Server - Transferencia archivos desde AS/400,172.22.44.137,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-FUNDACION,S460-Fundacion.reservas.brrd.com,Filial Fundacion - DB Firebird,172.22.43.24,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-GeneralDB1,S460-GeneralDB1.reservas.brrd.com,Base de Datos SQL varias aplicaciones,172.22.47.40,GSSD - Aplicaciones,DBA SQL
S460-GeneralDB2,S460-GeneralDB2.reservas.brrd.com,Base de Datos SQL varias aplicaciones,172.22.47.41,GSSD - Aplicaciones,DBA SQL
S460-GENSQLDB01,S460-GenSQLDB01.reservas.brrd.com,Servidores de SQL con diferentes DB Nodo1,172.22.47.227,GSSD - Aplicaciones,DBA SQL
S460-GENSQLDB02,S460-GenSQLDB02.reservas.brrd.com,Servidores de SQL con diferentes DB Nodo2,172.22.47.228,GSSD - Aplicaciones,DBA SQL
S460-Gextor,S460-Gextor.reservas.brrd.com,Gextor - Telecomunicaciones,172.22.43.196,GSSD - Aplicaciones,Telecomunicaciones
S460-GITLAB,gitlab.reservas.brrd.com,GitLAB,172.22.50.136,GSSD - Aplicaciones,Desarrollo
S460-GoAnyApp1,S460-GoAnyApp1.reservas.brrd.com,Sistema GoAnyWhere - Nodo 1 APP,172.22.47.194,GSSD - Aplicaciones,Ciberseguridad
S460-GoAnyApp2,S460-GoAnyApp2.reservas.brrd.com,Sistema GoAnyWhere - Nodo 2 APP,172.22.47.195,GSSD - Aplicaciones,Ciberseguridad
S460-GoAnyDB1,S460-GoAnyDB1.reservas.brrd.com,Sistema GoAnyWhere - Nodo 1 DB,172.22.47.197,GSSD - Aplicaciones,Ciberseguridad
S460-GoAnyDB2,S460-GoAnyDB2.reservas.brrd.com,Sistema GoAnyWhere - Nodo 2 DB,172.22.47.198,GSSD - Aplicaciones,Ciberseguridad
S460-GoAnyGtyIn,S460-GoAnyGtyIn.reservas.brrd.com,Sistema GoAnyWhere - Gateway Interno,172.22.47.196,GSSD - Aplicaciones,Ciberseguridad
S460-GoAnyGtyOu,S460-GoAnyGtyOu,Sistema GoAnyWhere - Gateway DMZ,10.0.97.157,GSSD - Aplicaciones,Ciberseguridad
S460-GSSDsvr,S460-GSSDsvr.reservas.brrd.com,Herramientas Administracion GSSD,172.22.40.30,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-GSUsrv,S460-GSUsrv.reservas.brrd.com,Servidor Gerencia Soporte al Usuario,172.22.44.240,GSSD - Aplicaciones,GSU
S460-GWDynatrac,S460-GWDynatrac.reservas.brrd.com,Dynatrace,172.22.49.89,GSSD - Aplicaciones,Monitoreo TI
S460-GwPBI01,S460-GwBPI01,Gateway PowerBI,10.0.97.93,GSSD - Aplicaciones,GSSD - Aplicaciones
s460-GwPBI02,S460-GwBPI02,Gateway PowerBI,10.0.97.97,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-Hardware,S460-Hardware.reservas.brrd.com,Servidor Gerencia de Hardware,172.22.44.204,GSSD - Aplicaciones,GSAH
S460-HelpDesk,S460-HelpDesk.reservas.brrd.com,Helpdesk - Herramienta Manejo de Casos,172.22.47.175,GSSD - Aplicaciones,Mesa de Servicios
S460-HelpDskDB1,S460-HelpDskDB1.reservas.brrd.com,HelpDesk DB Server,172.22.44.68,GSSD - Aplicaciones,DBA SQL
S460-HelpDskDB2,S460-HelpDskDB2.reservas.brrd.com,HelpDesk DB Server,172.22.44.69,GSSD - Aplicaciones,DBA SQL
S460-HelpSysMgt,S460-HelpSysMgt.reservas.brrd.com,HELPSYSTEMS Powertech Network Security,172.22.44.84,GSSD - Aplicaciones,Ciberseguridad
S460-HelpSystem,S460-HelpSystem.reservas.brrd.com,HELPSYSTEMS Powertech Network Security,172.22.5.50,GSSD - Aplicaciones,Ciberseguridad
S460HUB03,S460HUB03.reservas.brrd.com,Exchange CAS/HUB,172.22.44.16,GSSD - Web,GSSD - Web
S460HUB04,S460HUB04.reservas.brrd.com,Exchange CAS/HUB,172.22.44.17,GSSD - Web,GSSD - Web
S460-IBKComBO1,S460-IBKComBO1.extranet.brrd.com,Integracion Siebel CRM a TuBanco BackOffice,10.0.81.125,GSSD - Web,GSSD - Web
S460-IBKComBO2,S460-IBKComBO2.extranet.brrd.com,Integracion Siebel CRM a TuBanco BackOffice,10.0.81.126,GSSD - Web,GSSD - Web
S460-IBKComEmp1,S460-IBKComEmp1.extranet.brrd.com,Integracion App Empresas a TuBanco Empresas,10.0.81.83,GSSD - Web,GSSD - Web
S460-IBKComEmp2,S460-IBKComEmp2.extranet.brrd.com,Integracion App Empresas a TuBanco Empresas,10.0.81.84,GSSD - Web,GSSD - Web
S460-IBKComPer1,S460-IBKComPer1.extranet.brrd.com,Integracion App Personas a TuBanco Personas,10.0.81.31,GSSD - Web,GSSD - Web
S460-IBKComPer2,S460-IBKComPer2.extranet.brrd.com,Integracion App Personas a TuBanco Personas,10.0.81.32,GSSD - Web,GSSD - Web
S460-IBKComPer3,S460-IBKComPer3.extranet.brrd.com,Integracion App Personas a TuBanco Personas,10.0.81.128,GSSD - Web,GSSD - Web
S460-IBKComPer4,S460-IBKComPer4.extranet.brrd.com,Integracion App Personas a TuBanco Personas,10.0.81.129,GSSD - Web,GSSD - Web
S460IBKSesion01,S460IBKSesion01.extranet.brrd.com,"Cluster para el uso de manejo de ""Sesion"" de los usuarios de TuB@nco   Nodo 1",10.0.81.26,GSSD - Aplicaciones,DBA SQL
S460IBKSesion02,S460IBKSesion02.extranet.brrd.com,"Cluster para el uso de manejo de ""Sesion"" de los usuarios de TuB@nco.  Nodo 2",10.0.81.27,GSSD - Aplicaciones,DBA SQL
S460IBKSesion03,S460IBKSesion03.extranet.brrd.com,"Cluster para el uso de manejo de ""Sesion"" de los usuarios de TuB@nco   Nodo 1",10.0.81.30,GSSD - Aplicaciones,DBA SQL
S460IBKSESION04,S460IBKSesion04.extranet.brrd.com,"Cluster para el uso de manejo de ""Sesion"" de los usuarios de TuB@nco Witness",10.0.81.68,GSSD - Aplicaciones,DBA SQL
S460-ICGapp01,S460-ICGapp01.reservas.brrd.com,App Sistema ICG Club Banreservas,172.22.47.92,GSSD - Aplicaciones,Club Banreservas
S460-ICGDB01,S460-ICGDB01.reservas.brrd.com,Servidor de Base de Datos del Club Banreservas Nodo 1,172.22.47.55,GSSD - Aplicaciones,DBA SQL
S460-ICGDB02,S460-ICGDB02.reservas.brrd.com,Servidor de Base de Datos del Club Banreservas Nodo 2,172.22.47.56,GSSD - Aplicaciones,DBA SQL
s460-icgmgr,S460-ICGMGR.reservas.brrd.com,Club Banresevas,172.22.43.76,GSSD - Aplicaciones,Club Banreservas
S460-ImageWare,S460-ImageWare.reservas.brrd.com,ImageWare - Soporte Tecnico - Kioscos - DELIA,172.22.43.220,GSSD - Aplicaciones,GSU
S460-ImpervaLogs,S460-ImpervaLogs,Imperva Logs,172.22.46.219,GSSD - Aplicaciones,Ciberseguridad
s460-imvision,S460-IMVision.reservas.brrd.com,Servidor imvision?? Dynatrace,172.22.43.252,GSSD - Aplicaciones,Monitoreo TI
S460-INRESBC,S460-INRESBC,CSIRT Intercambio con Banco Central,172.22.61.215,GSSD - Aplicaciones,Ciberseguridad
S460-IntraApp1,S460-IntraApp1.reservas.brrd.com,"""Aplicaciones Intranet, App Server",172.22.47.239,GSSD - Web,GSSD - Web
S460-IntraApp2,S460-IntraApp2.reservas.brrd.com,"""Aplicaciones Intranet, App Server",172.22.47.240,GSSD - Web,GSSD - Web
S460-IntraWeb1,S460-IntraWeb1.reservas.brrd.com,Aplicaciones Intranet Web Server,172.22.47.84,GSSD - Web,GSSD - Web
S460-IntraWeb2,S460-IntraWeb2.reservas.brrd.com,Aplicaciones Intranet Web Server,172.22.47.85,GSSD - Web,GSSD - Web
S460-IOSREPO,S460-IOSREPO.reservas.brrd.com,Repositorio IOS Cisco (DTEL),172.22.0.50,GSSD - Aplicaciones,Telecomunicaciones
S460-IPCADDEX01,s460-ipcaddex01.reservas.brrd.com,Seguridad Fisica - Jesus Arias,172.22.47.143˜,GSSD - Aplicaciones,Seguridad Fisica
S460-IPEXP,S460-IPEXP.reservas.brrd.com,Administrado por Redes,172.22.7.88,GSSD - Aplicaciones,Telecomunicaciones
S460-IRCRMWS01,S460-IRCRMWS01,Filiar Inversiones Reservas - Web Services Interconexion SaleForce,10.0.97.225,GSSD - Web,GSSD - Web
S460-IRPBQbooks,S460-IRPBQbooks.reservas.brrd.com,QuickBooks Filiales - Inversiones y Reservas (Puesto de Bolsa),172.22.44.144,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-IRQbooks,0,QuickBooks Filiales - Inmobiliaria Reservas / OVE,172.22.44.143,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-IRSiopel1,S460-IRSiopel1,Inversiones y Reservas - equipo puente para conexion a puesto de bolsa (Siopel),10.0.97.156,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-IvantiSrv,S460-IvantiSrv.reservas.brrd.com,Ivanti Parchado Servidores,172.22.47.218,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-JazzRS,S460-JazzRS.reservas.brrd.com,Rational - DOORs- Jazz,172.22.44.221,GSSD - Aplicaciones,Gestion de la Demanda
S460-JiraAppDB1,S460-JiraAppDB1,JIRA - App y DB server,10.0.97.15,GSSD - Web,GSSD - Web
S460-JS01,S460-JS01.reservas.brrd.com,Reporteria de Spectrum,172.22.43.143,GSSD - Aplicaciones,Gestion de la Demanda
S460-Kantech,s460-kantech.reservas.brrd.com,Control de Accesos (Kantech),172.22.44.213,GSSD - Aplicaciones,GSU
S460-KiowareSrv,S460-KiowareSrv.reservas.brrd.com,Kioscos,172.22.43.111,GSSD - Aplicaciones,GSU
S460-KiwiSyslog,S460-KiwiSyslog,0,10.0.99.31,GSSD - Web,GSSD - Web
S460-KMFApp01,s460-kmfapp01.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.141,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp02,s460-kmfapp02.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.142,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp03,s460-kmfapp03.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.143,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp04,s460-kmfapp04.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.144,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp05,s460-kmfapp05.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.145,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp06,s460-kmfapp06.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.146,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp07,s460-kmfapp07.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.147,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp08,s460-kmfapp08.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.81.148,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp09,s460-kmfapp09.reservas.brrd.com,App Personas AppServer (KMF V8),,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp10,s460-kmfapp10.reservas.brrd.com,App Personas AppServer (KMF V8),,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp11,s460-kmfapp11.reservas.brrd.com,App Personas AppServer (KMF V8),10.0.80.80,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFApp12,0,App Personas AppServer (KMF V8),10.0.80.81,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb01,s460-kmfweb01.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.141,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb02,s460-kmfweb02.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.142,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb03,s460-kmfweb03.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.143,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb04,s460-kmfweb04.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.144,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb05,s460-kmfweb05.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.146,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb06,s460-kmfweb06.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.147,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb07,s460-kmfweb07.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.148,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb08,s460-kmfweb08.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.149,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb09,s460-kmfweb09.reservas.brrd.com,App Personas WebServer (KMF V8),,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb10,s460-kmfweb10.reservas.brrd.com,App Personas WebServer (KMF V8),,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb11,s460-kmfweb11.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.80,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMFWeb12,s460-kmfweb12.reservas.brrd.com,App Personas WebServer (KMF V8),10.0.99.84,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KMS01,WIN-NJKLINENHDD,KMS - Activador de servidores Windows,,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KonyEmpApp01,s460-konyempapp01,App Movil Empresas App Nodo 1,10.0.81.45,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KonyEmpApp02,s460-konyempapp02,App Movil Empresas App Nodo 2,10.0.81.46,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KonyEmpWeb01,s460-konyempweb01,App Movil Empresas Web Nodo 1,10.0.99.102,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-KonyEmpWeb02,s460-konyempweb02,App Movil Empresas Web Nodo 2,10.0.99.103,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-LASisWS1,S460-LASisWS1.reservas.brrd.com,Servidor WEB de Inversiones y Reservas,172.22.43.44,GSSD - Web,GSSD - Web
S460-LASisWS2,S460-LASisWS2.reservas.brrd.com,Filial Inversiones - LA Sistemas WS,172.22.43.45,GSSD - Web,GSSD - Web
S460-LinuxIvanti,s460-linuxivanti,Ivanti (POC),172.22.47.20,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-LPM01,S460-LPM01.reservas.brrd.com,Cliente LPM (Lexmark),172.22.47.168,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-LPM02,S460-LPM02.reservas.brrd.com,Cliente LPM (Lexmark),172.22.47.169,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-LPMDB01,S460-LPMDB01.reservas.brrd.com,Base de Datos - LPM Software de Impresion (Lexmark),172.22.47.162,GSSD - Aplicaciones,DBA SQL
S460-LPMDB02,S460-LPMDB02.reservas.brrd.com,Base de Datos - LPM Software de Impresion (Lexmark),172.22.47.163,GSSD - Aplicaciones,DBA SQL
S460-LPMLB,S460-LPMLB.reservas.brrd.com,LPM Load Balancer (Lexmark),172.22.47.180,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-LxmMrkvs,S460-LxmMrkvs.reservas.brrd.com,Software de Administraci›n de Impresoras y Equipos (Lexmark),172.22.47.215,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-LxmSrv01,S460-LxmSrv01.reservas.brrd.com,LPM Software de Gesti›n de cola de Impresi›n y Balanceo (Lexmark),172.22.47.170,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-MaSFTP,S460-MaSFTP.reservas.brrd.com,Servidor SFTP (Mastercard),172.22.61.213,GSSD - Aplicaciones,??
S460MBX03,S460MBX03.reservas.brrd.com,Servidor de Exchange Administrado por Oscar Pozo,172.22.44.20,GSSD - Web,GSSD - Web
S460MBX05,S460MBX05.reservas.brrd.com,Exchange Mailbox nodo 3,172.22.44.97,GSSD - Web,GSSD - Web
s460-McAfee,s460-McAfee.reservas.brrd.com,McAfee AppServer - Seguridad Infraetructura,172.22.46.206,GSSD - Aplicaciones,Ciberseguridad
S460-McAfeeADC,S460-McAfeeADC.reservas.brrd.com,Ciberseguridad,172.22.61.35,GSSD - Aplicaciones,Ciberseguridad
s460-McAfeeDB,s460-McAfeeDB.reservas.brrd.com,McAfee DB Server - Seguridad Infraetructura,172.22.46.207,GSSD - Aplicaciones,DBA SQL
s460-McAfeeDLP,S460-McAfeeDLP.reservas.brrd.com,McAfee DLP -  - Seguridad Infraetructura,172.22.61.220,GSSD - Aplicaciones,Ciberseguridad
S460-McAfeerep,s460-mcafeerep.reservas.brrd.com,Seguridad Infraestructura - Servidor de repositorio de McAfee,172.22.40.181,GSSD - Aplicaciones,Ciberseguridad
s460-McReptDB,S460-McReptDB.reservas.brrd.com,McAfee Proxy Servidor de Reporteria - Seguridad Infraetructura,172.22.46.50,GSSD - Aplicaciones,DBA SQL
S460-mediawbx,s460-mediawbx,Webex Online Meeting (Redes),172.22.7.90,GSSD - Aplicaciones,Telecomunicaciones
S460-MEGABPM,S460-MEGABPM.reservas.brrd.com,Portal de Procesos - Mega BPM App Server - DGPAQ,172.22.43.174,GSSD - Aplicaciones,DGPAC
S460-MEGABPM2,S460-MEGABPM2.reservas.brrd.com,Portal de Procesos - Mega BPM App Server - DGPAQ,172.22.43.174,GSSD - Aplicaciones,DGPAC
S460-MEGADB1,S460-MEGADB1.reservas.brrd.com,Portal de Procesos - Mega BPM DB Server - DGPAQ,172.22.43.228,GSSD - Aplicaciones,DBA SQL
S460-MEGADB2,S460-MEGADB2.reservas.brrd.com,Portal de Procesos - Mega BPM DB Server - DGPAQ,172.22.43.229,GSSD - Aplicaciones,DBA SQL
S460-MEGAHXAPP1,S460-MEGAHXAPP1.reservas.brrd.com,Herramienta Mega Hopex APP (Gerencia Arquitectura Empresarial),172.22.43.84,GSSD - Aplicaciones,DGPAC
S460-MEGAHXDB1,S460-MEGAHXDB1.reservas.brrd.com,Herramienta Mega Hopex DB (Gerencia Arquitectura Empresarial),172.22.43.178,GSSD - Aplicaciones,DBA SQL
S460-Mejora01,s460-mejora01.reservas.brrd.com,Operaciones Monitoreo y Seguimiento (Julian Bodden),172.22.43.210,GSSD - Aplicaciones,Operaciones
S460-MiniSite,S460-MiniSite,Desarrollo - Minisite Expopymes - GDPF,10.0.99.81,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-MonitorUPS,S460-MonitorUPS.reservas.brrd.com,Aplicaci?n monitore UPS de ATMs,172.22.43.80,GSSD - Aplicaciones,Telecomunicaciones
S460MOODLE,S460MOODLE,Cursos en linea escuela Banreservas (Aula virtual),10.0.97.28,GSSD - Web,GSSD - Web
S460-MotorCobro,S460-MotorCobro.reservas.brrd.com,Motor Cobros,172.22.43.226,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-MotorMigracion,S460-MotorMigracion.reservas.brrd.com,Proyecto Core - Migracion de datos,172.22.43.67,GSSD - Aplicaciones,Desarrollo
S460-MotorReme1,S460-MotorReme1.reservas.brrd.com,Motor Remesas,172.22.43.58,GSSD - Web,GSSD - Web
S460NBU-MS,S460NBU-MS.reservas.brrd.com,NetBackup,192.168.69.35,GSSD - Aplicaciones,GSAH
S460NBU-opsc,S460NBU-OPSC.reservas.brrd.com,NetBackup OPSC,192.168.69.36,GSSD - Aplicaciones,GSAH
S460-NegElectDB,S460-NegElectDB.reservas.brrd.com,Base de Datos de Negocios Electronicos reportes Cadencie,172.22.47.147˜,GSSD - Aplicaciones,DBA SQL
S460-NetAppUM01,S460-NetAppUM01.reservas.brrd.com,NetaApp,172.22.43.200˜,GSSD - Aplicaciones,GSAH
s460-Netscaler,s460-Netscaler,PoC Citrix/Siebel en tabletas (Harold Jimenez),unknown,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-Nexus01,S460-Nexus01.reservas.brrd.com,Teller Servidor de Impresoras - Nexus Distribuido Nodo 1,172.22.49.131,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NEXUSDB01,S460-NexusDB01.reservas.brrd.com,Nexus DB Server,172.22.49.211,GSSD - Aplicaciones,DBA SQL
S460-NEXUSDB02,S460-NexusDB02.reservas.brrd.com,Nexus DB Server,172.22.49.214,GSSD - Aplicaciones,DBA SQL
S460-NexusDist,S460-NexusDist.reservas.brrd.com,Proyecto Core - Servidor de Impresi?n Nexus Distribuido,172.22.49.27,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NexusLB01,S460-NexusLB01.reservas.brrd.com,Nexus Distribuido (aun no esta en uso),172.22.49.30,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NexusLB02,S460-NexusLB02.reservas.brrd.com,Nexus Distribuido (aun no esta en uso),172.22.49.31,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NexusPRT,S460-NexusPRT.reservas.brrd.com,PoC Nexus 2014 Migracion a 2020 (Servidor App),172.22.49.32,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NexusWK,S460-NexusWK.reservas.brrd.com,PoC Teller VS2017 TLS 1.2 - NE14,172.22.49.49,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NexusWK2,S460-NexusWK2.reservas.brrd.com,PoC Teller VS2017 TLS 1.2 - NE21,172.22.49.219,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NotiEmpre1,S460-NotiEmpre1.reservas.brrd.com,Notificaciones Empresariales,,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-NovoCheck,S460-NovoCheck.reservas.brrd.com,Novocheck - Validacion de Cheques,172.22.43.95,GSSD - Aplicaciones,GSSD - Aplicaciones
